,Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded
699,2022-03-10,Ahluwalia Contracts (India) Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,383.25,1706606,0.0255
715,2022-03-17,Sundaram Finance Ltd.,Sell,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,NSE,Bulk,1845.35,2278300,0.020499999999999997
720,2022-03-17,Vesuvius India Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,980.15,388000,0.0191
731,2022-07-13,Rites Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,235.0,5043101,0.021
733,2022-08-05,NMDC Ltd.,Sell,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,110.81,74681276,0.0255
740,2022-09-05,GSS Infotech Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,215.0,94023,0.005600000000000001
741,2022-09-06,Artefact Projects Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,66.3,215207,0.0296
742,2022-09-06,Basant Agro Tech (India) Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,21.41,1000000,0.011000000000000001
743,2022-09-06,GACM Technologies Ltd-DVR,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,9.88,381347,0.0
746,2022-09-07,ACI Infocom Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,1.21,1487679,0.013500000000000002
748,2022-09-09,Excel Realty N Infra Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,6.98,477125,0.0003
749,2022-09-12,ACI Infocom Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,1.14,595353,0.0054
750,2022-09-12,Excel Realty N Infra Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,7.25,884021,0.0006
753,2022-09-15,GACM Technologies Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,0.57,2025926,0.006
756,2022-09-16,GACM Technologies Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,NSE,Bulk,0.55,2074074,0.0060999999999999995
759,2022-09-19,iStreet Network Ltd.,Sell,Kotak Group,KOTAK MAHINDRA BANK LIMITED,BSE,Bulk,2.38,253076,0.011899999999999999
761,2022-09-22,Nicco Parks & Resorts Ltd.,Sell,ICICI Group,ICICI BANK LIMITED,BSE,Bulk,120.0,360000,0.0077
765,2022-10-12,Amber Enterprises India Ltd.,Sell,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,2284.54,183000,0.0054
770,2022-10-21,Phantom Digital Effects Ltd.,Sell,HDFC Group,HDFC BANK LTD,NSE,Bulk,300.0,63600,0.004699999999999999
772,2022-11-16,Omkar Speciality Chemicals Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,20.3,137451,0.0067
776,2022-11-23,Omkar Speciality Chemicals Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,17.05,125000,0.0060999999999999995
777,2022-11-28,Omkar Speciality Chemicals Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,16.14,191520,0.009300000000000001
780,2022-12-05,Omkar Speciality Chemicals Ltd.,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,18.29,172796,0.0084
786,2022-12-16,Anzen India Energy Yield Plus Trust,Sell,Axis Group,AXIS BANK LTD.,NSE,Bulk,101.2,1000000,0.0
787,2022-12-21,Just Dial Ltd.,Sell,Reliance Group,RELIANCE RETAIL VENTURES LIMITED,NSE,Bulk,600.02,1686119,0.019799999999999998
810,2023-03-23,Global Surfaces Ltd.,Sell,HDFC Group,HDFC BANK LTD,NSE,Bulk,167.48,427290,0.0101
812,2023-03-27,SJVN Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,30.85,76339578,0.0194
813,2023-03-29,Quess Corp Ltd.,Sell,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,NSE,Bulk,385.0,1349257,0.0091
815,2023-04-10,Torrent Power Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,520.0,8390783,0.0175
819,2023-05-03,Disa India Ltd.,Sell,SBI Group,SBI MUTUAL FUND,BSE,Bulk,8000.07,14347,0.009899999999999999
821,2023-05-09,Disa India Ltd.,Sell,SBI Group,SBI MUTUAL FUND,BSE,Bulk,7975.0,19173,0.0132
822,2023-05-11,De Neers Tools Ltd.,Sell,HDFC Group,HDFC BANK LTD,NSE,Bulk,184.68,60000,0.006999999999999999
824,2023-05-16,Garware Technical Fibres Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,2976.75,209183,0.0103
830,2023-06-12,Sahana System Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,NSE,Bulk,171.15,44000,0.0055000000000000005
854,2023-06-23,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,2.98,3062100,0.0063
859,2023-06-28,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,2.89,12584786,0.0259
860,2023-06-30,GHCL Textiles Ltd.,Sell,Vanguard Fund,VANGUARD MODERATE GROWTH FUND,NSE,Bulk,73.22,488126,0.0051
861,2023-06-30,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,2.7,3600000,0.0074
865,2023-07-14,Satin Creditcare Network Ltd.,Sell,SBI Group,SBI EMERGING ASIA FINANCIAL SECTOR FUND PTE LTD,NSE,Bulk,178.0,1889579,0.0171
869,2023-07-26,United Breweries Ltd.,Sell,SBI Group,STATE BANK OF INDIA (S),NSE,Bulk,1465.8,9256904,0.035
872,2023-08-02,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,3.11,4300000,0.0089
873,2023-08-03,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,2.97,7815418,0.0161
874,2023-08-04,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,2.82,29197123,0.060200000000000004
875,2023-08-07,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,2.55,40000000,0.0825
882,2023-08-09,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,2.14,104173914,0.2148
884,2023-08-10,Reliance Home Finance Ltd.,Sell,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,2.0,12000000,0.024700000000000003
885,2023-08-11,Simplex Infrastructures Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,52.47,981300,0.0172
886,2023-08-14,Simplex Infrastructures Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,55.2,1382805,0.024200000000000003
894,2023-08-24,Sapphire Foods India Ltd.,Sell,Kotak Group,KOTAK SECURITIES LIMITED - ERROR ACCOUNT,BSE,Bulk,1355.0,1624834,0.0255
923,2023-09-27,MSP Steel & Power Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,15.55,5700000,0.0148
925,2023-09-28,Hindustan Oil Exploration Company Ltd.,Sell,HDFC Group,HDFC BANK LTD,BSE,Bulk,155.25,2465260,0.0186
926,2023-09-28,MSP Steel & Power Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,16.3,3800000,0.009899999999999999
929,2023-10-09,Jyoti Structures Ltd.,Sell,SBI Group,STATE BANK OF INDIA,BSE,Bulk,16.1,3400000,0.0054
931,2023-10-11,MSP Steel & Power Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,18.32,4200000,0.0109
939,2023-11-06,Anzen India Energy Yield Plus Trust,Sell,Axis Group,AXIS BANK LIMITED,NSE,Bulk,100.0,2600000,0.0
941,2023-11-06,Transteel Seating Technologies Ltd.,Sell,ICICI Group,ICICI BANK LIMITED,NSE,Bulk,87.43,114000,0.005600000000000001
943,2023-11-13,MSP Steel & Power Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,18.53,1929977,0.005
945,2023-11-20,Chemplast Sanmar Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,428.3,7000000,0.0443
947,2023-11-20,Go Fashion (India) Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1221.65,1855638,0.0344
948,2023-11-23,Rajshree Sugars & Chemicals Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,52.16,208202,0.0063
949,2023-11-23,SEPC Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,20.0,8873785,0.0063
950,2023-11-24,Rajshree Sugars & Chemicals Ltd.,Sell,SBI Group,STATE BANK OF INDIA,BSE,Bulk,54.67,369571,0.011200000000000002
951,2023-11-24,SEPC Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,20.71,9385452,0.0067
952,2023-11-28,SEPC Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,19.48,18999422,0.013500000000000002
953,2023-11-29,SEPC Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,18.78,35636940,0.0253
964,2023-12-04,G R Infraprojects Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,1074.5,1794285,0.018600000000000002
968,2023-12-11,Delta Corp Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND - HDFC MID-CAP OPPORTUNITIES FUND,NSE,Bulk,135.95,3000000,0.011200000000000002
970,2023-12-11,Jagran Prakashan Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND - HDFC MID-CAP OPPORTUNITIES FUND,NSE,Bulk,95.66,3595948,0.0165
995,2023-12-20,Grindwell Norton Ltd.,Sell,SBI Group,SBI MUTUAL FUND,NSE,Bulk,2160.25,1213230,0.011000000000000001
1003,2023-12-28,Indiabulls Housing Finance Ltd.,Sell,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND A/C EQUITY - ARBITRAGE FUND,NSE,Bulk,218.74,2534700,0.0044
1004,2023-12-28,Indiabulls Housing Finance Ltd.,Sell,SBI Group,SBI MUTUAL FUND A/C SBI ARBITRAGE OPPORTUNITY FUND,NSE,Bulk,218.16,3090600,0.0054
1007,2024-01-02,VST Industries Ltd.,Sell,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,3390.13,200000,0.013000000000000001
1008,2024-01-09,Tamilnadu Telecommunications Ltd.,Sell,SBI Group,STATE BANK OF INDIA,NSE,Bulk,10.85,427289,0.009399999999999999
1011,2024-01-24,Computer Age Management Services Ltd.,Sell,HDFC Group,HDFC BANK LIMITED,BSE,Bulk,2700.08,1000000,0.0204
1014,2024-02-06,BLS E-Services Ltd.,Sell,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,362.82,277941,0.0031
1015,2024-02-06,Data Infrastructure Trust,Sell,Axis Group,AXIS BANK LIMITED,BSE,Bulk,153.95,60600000,0.0233
1022,2024-02-12,SKIL Infrastructure Ltd.,Sell,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,9.55,1630096,0.0075
