Stock,Institution Name,Client Name,Exchange,Deal type,Action,Date,Avg Price,Quantity,Percentage Traded
"Jindal Stainless Ltd.
 10-year high Insider Trades",Kotak Group,KOTAK SPECIAL SITUATIONS FUND,NSE,Bulk,Purchase,09 Jan 2020,38.65,"3,049,137",0.37%
"Jindal Stainless Ltd.
 10-year high Insider Trades",Kotak Group,KOTAK SPECIAL SITUATIONS FUND,NSE,Block,Purchase,09 Jan 2020,38.65,"21,715,767",2.64%
IFB Industries Ltd.,Kotak Group,KOTAK MAHINDRA INTERNATIONAL LIMITED,BSE,Bulk,Sell,16 Dec 2019,600,"1,770,451",4.37%
IFB Industries Ltd.,Kotak Group,KOTAK MAHINDRA INTERNATIONAL LIMITED,BSE,Block,Sell,16 Dec 2019,600,"1,770,451",4.37%
"HDFC Asset Management Company Ltd.
 10-year high Insider Trades",Kotak Group,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,BSE,Block,Purchase,18 Oct 2019,2690,"50,000",0.02%
Indian Energy Exchange Ltd.,Kotak Group,KOTAK MAHINDRA ASSET MANAGEMENT COMPANY LIMITED,NSE,Bulk,Purchase,20 Sep 2019,120.5,"5,958,399",0.67%
GRUH Finance Ltd.,Kotak Group,KOTAK MUTUAL FUND,NSE,Block,Purchase,30 Aug 2019,247.15,"410,000",0.06%
"Alkem Laboratories Ltd.
 10-year high",Kotak Group,KOTAK MAHINDRA MUTUAL FUND,NSE,Block,Purchase,22 Aug 2019,1708.45,"100,000",0.08%
Mahindra Logistics Ltd.,Kotak Group,KOTAK FUNDS - INDIA MIDCAP FUND,BSE,Bulk,Purchase,04 Jun 2019,490,"3,015,277",4.19%
"Ajanta Pharma Ltd.
 Insider Trades",Kotak Group,KOTAK MAHINDRA (INTERNATIONAL) LTD,NSE,Bulk,Sell,18 Apr 2019,1033,"505,977",0.40%
SRF Ltd.,Kotak Group,KOTAK MUTUAL FUND,NSE,Bulk,Purchase,15 Mar 2019,2400,"361,063",0.12%
SRF Ltd.,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Bulk,Purchase,15 Mar 2019,2400,"360,937",0.12%
"SKIL Infrastructure Ltd.
 52 week high",Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Sell,12 Feb 2024,9.55,"1,630,096",0.75%
BLS E-Services Ltd.,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,06 Feb 2024,345,"500,000",0.55%
BLS E-Services Ltd.,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Sell,06 Feb 2024,362.82,"277,941",0.31%
ADF Foods Ltd.,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,BSE,Bulk,Purchase,18 Jan 2024,192.32,"550,000",0.50%
Astral Ltd.,Reliance Group,RELIANCE LIFE INSURANCE CO LTD,NSE,Block,Purchase,20 Dec 2023,1889.8,"105,830",0.04%
Cello World Ltd.,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,06 Nov 2023,794.2,"1,600,060",0.75%
Vishnusurya Projects And Infra Ltd.,Reliance Group,RELIANCE COMMERCIAL FINANCE LIMITED,NSE,Bulk,Purchase,10 Oct 2023,73.59,"788,000",3.20%
IDFC First Bank Ltd.,Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,11 Sep 2023,94.5,"2,895,166",0.04%
IDFC First Bank Ltd.,Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,11 Sep 2023,94.5,"624,312",0.01%
JSW Energy Ltd.,Reliance Group,Reliance Trust Institutional Retirement Trust Series Twelve,BSE,Block,Purchase,16 Aug 2023,341.7,"701,878",0.04%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,10 Aug 2023,2,"12,000,000",2.47%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,09 Aug 2023,2.1,"52,173,914",10.76%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,09 Aug 2023,2.14,"52,000,000",10.72%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,07 Aug 2023,2.55,"40,000,000",8.25%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,04 Aug 2023,2.82,"24,200,000",4.99%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,04 Aug 2023,2.8,"4,997,123",1.03%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,03 Aug 2023,2.97,"7,815,418",1.61%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,02 Aug 2023,3.11,"4,300,000",0.89%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,30 Jun 2023,2.7,"3,600,000",0.74%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,28 Jun 2023,2.89,"12,584,786",2.59%
Reliance Home Finance Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,23 Jun 2023,2.98,"3,062,100",0.63%
Shriram Finance Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE CO LTD AC RELIANCE INDEX FUND EQUITY OPPORTUNITIES FUND,NSE,Block,Purchase,21 Jun 2023,1545,"238,033",0.06%
Shriram Finance Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE CO LTD AC RELIANCE EQUITY ADVANTAGE FUND,NSE,Block,Purchase,21 Jun 2023,1545,"85,544",0.02%
Shriram Finance Ltd.,Reliance Group,RELIANCE CAP ASSET MGMT LTDC REL SMALL CAP FUND,NSE,Block,Purchase,21 Jun 2023,1545,"59,509",0.02%
Shriram Finance Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE COMPANY LIMITED AC RELIANCE BANKING FUND,NSE,Block,Purchase,21 Jun 2023,1545,"41,842",0.01%
"Adani Ports & Special Economic Zone Ltd.
 10-year high",Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,02 Mar 2023,596.2,"4,743,366",0.22%
"Adani Ports & Special Economic Zone Ltd.
 10-year high",Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,02 Mar 2023,596.2,"1,512,409",0.07%
Adani Energy Solutions Ltd.,Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,02 Mar 2023,668.4,"1,005,727",0.09%
Adani Energy Solutions Ltd.,Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,02 Mar 2023,668.4,"658,525",0.06%
Adani Green Energy Ltd.,Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES ELEVEN,NSE,Block,Purchase,02 Mar 2023,504.6,"2,757,210",0.17%
Adani Green Energy Ltd.,Reliance Group,RELIANCE TRUST INSTITUTIONAL RETIREMENT TRUST SERIES TWELVE,NSE,Block,Purchase,02 Mar 2023,504.6,"1,023,034",0.06%
Just Dial Ltd.,Reliance Group,RELIANCE RETAIL VENTURES LIMITED,NSE,Bulk,Sell,21 Dec 2022,600,"843,060",0.99%
Just Dial Ltd.,Reliance Group,RELIANCE RETAIL VENTURES LIMITED,BSE,Bulk,Sell,21 Dec 2022,600.02,"843,059",0.99%
"NMDC Ltd.
 Estimates Beat",Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Sell,05 Aug 2022,110.81,"74,681,276",2.55%
Just Dial Ltd.,Reliance Group,RELIANCE RETAIL VENTURES LIMITED,BSE,Bulk,Purchase,20 Jul 2021,1020,"13,061,163",15.36%
Just Dial Ltd.,Reliance Group,RELIANCE RETAIL VENTURES LIMITED,BSE,Block,Purchase,20 Jul 2021,1020,"13,061,163",15.36%
Au Small Finance Bank Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,30 Jul 2020,746.4,"400,000",0.06%
HDFC Life Insurance Company Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,04 Jun 2020,496.4,"202,000",0.01%
Reliance Industries Limited-Rights Entitlement,Reliance Group,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,BSE,Block,Purchase,28 May 2020,199.2,"16,062,800",-%
Reliance Industries Limited-Rights Entitlement,Reliance Group,RELIANCE INDUSTRIES HOLDING PRIVATE LIMITED,BSE,Block,Purchase,28 May 2020,199.2,"11,458,854",-%
Reliance Industries Limited-Rights Entitlement,Reliance Group,RELIANCE SERVICES AND HOLDINGS LIMITED,BSE,Block,Sell,28 May 2020,199.2,"11,458,854",-%
Varroc Engineering Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,13 Mar 2020,232,"1,291,000",0.84%
Sadbhav Infrastructure Project Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C NIPPON INDIA EQUITY HYBRID FUND,BSE,Bulk,Purchase,09 Jan 2020,37.5,"10,000,000",2.84%
Zee Entertainment Enterprises Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Block,Purchase,21 Nov 2019,304,"2,300,000",0.24%
Zee Entertainment Enterprises Ltd.,Reliance Group,RELIANCE NIPPON LIFE INSURANCE COMPANY LIMITED,NSE,Block,Purchase,21 Nov 2019,304,"330,000",0.03%
Jyothy Labs Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,01 Nov 2019,173.4,"6,920,000",1.88%
Jyothy Labs Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Block,Purchase,01 Nov 2019,173.4,"6,920,000",1.88%
Indian Railway Catering & Tourism Corporation Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,14 Oct 2019,626,"1,500,000",0.19%
Butterfly Gandhimathi Appliances Ltd.,Reliance Group,RELIANCE ALTERNATIVE INVESTMENTS FUND,BSE,Bulk,Sell,30 Sep 2019,145.65,"964,800",5.40%
Lemon Tree Hotels Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE CAPITAL TR CO LTD AC RELIANCE SMALL CAP FUND,NSE,Bulk,Purchase,24 Sep 2019,57.5,"16,930,000",2.14%
CG Power and Industrial Solutions Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Sell,22 Aug 2019,10.7,"12,364,151",0.81%
"Alkem Laboratories Ltd.
 10-year high",Reliance Group,RELIANCE MUTUAL FUND,NSE,Block,Purchase,22 Aug 2019,1708.45,"150,000",0.13%
Mahanagar Gas Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Block,Purchase,20 Aug 2019,780,"685,000",0.69%
CARE Ratings Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE CO LTD A/C RELIANCE BANKING FUND,NSE,Bulk,Sell,08 Aug 2019,548.19,"170,000",0.57%
Affle (India) Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,08 Aug 2019,918.19,"950,000",0.68%
Eros International Media Ltd.,Reliance Group,RELIANCE FINANCIAL LIMITED,NSE,Bulk,Sell,01 Jul 2019,17.2,"1,000,000",1.04%
Mahindra Logistics Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE CO. LTD-A/C RELIANCE SMALL CAP FUND,BSE,Bulk,Purchase,04 Jun 2019,490,"425,000",0.59%
Ramco Systems Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE RETIREMENT FUND - WEALTH CREATION SCHEME,BSE,Bulk,Purchase,30 May 2019,208.25,"600,000",1.69%
Pokarna Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,01 Apr 2019,178,"785,840",2.53%
Pokarna Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,01 Apr 2019,180,"405,042",1.31%
CARE Ratings Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Sell,15 Mar 2019,999,"519,000",1.74%
ICRA Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,14 Mar 2019,2877,"230,000",2.38%
Thermax Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,08 Mar 2019,940,"1,000,000",0.84%
Mahindra Logistics Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,29 Nov 2018,525,"515,047",0.71%
Mahindra Logistics Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,29 Nov 2018,525,"500,000",0.69%
Mahindra Logistics Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,29 Nov 2018,525,"515,047",0.71%
Mahindra Logistics Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,29 Nov 2018,525,"500,000",0.69%
BEML Ltd.,Reliance Group,RELIANCE STRATEGIC INVESTMENTS LIMITED,NSE,Bulk,Sell,05 Nov 2018,711.23,"262,900",0.63%
"Mercator Ltd.
 52 week low",Reliance Group,RELIANCE FINANCIAL LIMITED,NSE,Bulk,Sell,10 Oct 2018,11.1,"3,750,000",1.24%
Navkar Corporation Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE SMALL CAP FUND,NSE,Bulk,Purchase,04 Oct 2018,78,"3,500,000",2.33%
Veto Switchgears & Cables Ltd.,Reliance Group,RELIANCE WEALTH MANAGEMENT LIMITED,NSE,Bulk,Sell,28 Sep 2018,118.92,"115,269",0.60%
Dixon Technologies (India) Ltd.,Reliance Group,RELIANCE MUTUAL FUND - RELIANCE MID & SMALL CAP FUND,BSE,Bulk,Purchase,27 Sep 2018,2550.01,"178,426",0.30%
Phoenix Mills Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,27 Aug 2018,600,"825,000",0.46%
Au Small Finance Bank Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,10 Aug 2018,638,"847,994",0.13%
Solara Active Pharma Sciences Ltd.,Reliance Group,RELIANCE STRATEGIC INVESTMENTS LIMITED,NSE,Bulk,Sell,13 Jul 2018,150.24,"136,666",0.38%
Poonawalla Fincorp Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE GROWTH FUND,BSE,Bulk,Purchase,06 Apr 2018,154,"2,200,000",0.29%
Poonawalla Fincorp Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE SMALL CAP FUND,BSE,Bulk,Purchase,06 Apr 2018,154,"2,039,480",0.27%
"Sunil Hitech Engineers Ltd.
 5-year low",Reliance Group,RELIANCE FINANCIAL LIMITED,NSE,Bulk,Sell,04 Apr 2018,7.65,"3,887,000",0.84%
Allcargo Gati Ltd.,Reliance Group,RELIANCE FINANCIAL LIMITED,NSE,Bulk,Sell,28 Mar 2018,87.09,"585,000",0.45%
Carborundum Universal Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE CO. LTD-A/C RELIANCE SMALL CAP FUND,BSE,Bulk,Purchase,26 Mar 2018,337,"2,020,000",1.06%
Veto Switchgears & Cables Ltd.,Reliance Group,RELIANCE WEALTH MANAGEMENT LIMITED,NSE,Bulk,Sell,06 Feb 2018,190.21,"100,732",0.53%
Oriental Hotels Ltd.,Reliance Group,RELIANCE MUTUAL FUND - RELIANCE MID & SMALL CAP FUND,NSE,Bulk,Sell,23 Jan 2018,61.5,"11,950,000",6.69%
Varun Beverages Ltd.,Reliance Group,RELIANCE MUTUAL FUND- GROWTH FUND,NSE,Bulk,Purchase,23 Jan 2018,700,"1,150,149",0.09%
Varun Beverages Ltd.,Reliance Group,RELIANCE MUTUAL FUND- TOP 200 FUND,NSE,Bulk,Purchase,23 Jan 2018,700,"1,000,000",0.08%
Indoco Remedies Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE CO LIMITED A/C RELIANCE GROWTH FUND,BSE,Bulk,Purchase,22 Jan 2018,275,"1,211,050",1.31%
Arman Financial Services Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Sell,18 Jan 2018,255.5,"394,798",4.03%
Butterfly Gandhimathi Appliances Ltd.,Reliance Group,RELIANCE ALTERNATIVE INVST FUND PVT EQ SCHEME I .,NSE,Bulk,Sell,12 Jan 2018,580.67,"850,000",4.75%
Butterfly Gandhimathi Appliances Ltd.,Reliance Group,RELIANCE ALTERNATIVE INVST FUND PVT EQ SCHEME I .,NSE,Bulk,Sell,19 Dec 2017,525,"200,000",1.12%
Greenply Industries Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,15 Dec 2017,335,"990,000",0.80%
Zydus Wellness Ltd.,Reliance Group,Reliance Capital Trustee Co Ltd A/c MF,BSE,Bulk,Purchase,30 Nov 2017,909.99,"500,000",0.79%
Cyient Ltd.,Reliance Group,RELIANCE CAPITAL ASSET MGMT LTD A/C RELIANCE EQ OPPORTUNI FD,NSE,Bulk,Purchase,31 Oct 2017,525.39,"1,540,000",1.39%
Cyient Ltd.,Reliance Group,RELIANCE CAPITAL ASSET MGMT LTD A/C A/C RELIANCE GROWTH FD,NSE,Bulk,Purchase,31 Oct 2017,525.39,"1,160,000",1.05%
India Grid Trust,Reliance Group,RELIANCE VENTURE ASSET MANAGEMENT PRIVATE LIMITED,NSE,Bulk,Sell,16 Oct 2017,94.5,"2,551,500",0.36%
Cyient Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE SMALL CAP FUND,BSE,Bulk,Purchase,13 Oct 2017,520,"1,167,000",1.05%
Cyient Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE GROWTH FUND,BSE,Bulk,Purchase,13 Oct 2017,520,"1,167,000",1.05%
India Grid Trust,Reliance Group,RELIANCE VENTURE ASSET MANAGEMENT PRIVATE LIMITED,NSE,Bulk,Sell,04 Oct 2017,95,"6,557,355",0.94%
Radico Khaitan Ltd.,Reliance Group,RELIANCE CAPITAL TRUSTEE CO LIMITED A/C RELIANCE GROWTH FUND,NSE,Bulk,Sell,29 Sep 2017,160.19,"1,170,000",0.88%
Cyber Media (India) Ltd.,Reliance Group,RELIANCE WEALTH MANAGEMENT LIMITED,NSE,Bulk,Sell,13 Sep 2017,5.94,"226,983",1.45%
VRL Logistics Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,31 Aug 2017,339.99,"2,000,000",2.29%
Thyrocare Technologies Ltd.,Reliance Group,RELIANCE MUTUAL FUND RELIANCE TAX SAVER ELSS FUND,BSE,Bulk,Purchase,28 Aug 2017,670,"630,000",1.19%
Thyrocare Technologies Ltd.,Reliance Group,RELIANCE MUTUAL FUND RELIANCE PHARMA FUND,BSE,Bulk,Purchase,28 Aug 2017,670,"500,000",0.94%
Honda India Power Products Ltd.,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,20 Jul 2017,1350.01,"89,800",0.89%
Veto Switchgears & Cables Ltd.,Reliance Group,RELIANCE WEALTH MANAGEMENT LIMITED,NSE,Bulk,Purchase,13 Jul 2017,215.21,"260,000",1.36%
"Saregama India Ltd.
 Dividend",Reliance Group,RELIANCE CORPORATE ADVISORY SERVICES LIMITED,NSE,Bulk,Sell,07 Jul 2017,281.92,"406,000",0.21%
Redington Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,06 Jul 2017,125,"7,000,000",0.90%
Redington Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,06 Jul 2017,125,"7,000,000",0.90%
"Saregama India Ltd.
 Dividend",Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,Sell,28 Jun 2017,282.87,"163,000",0.08%
GNA Axles Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE SMALL CAP FUND,BSE,Bulk,Sell,28 Jun 2017,229.01,"856,030",1.99%
IRB InvIT Fund,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,23 Jun 2017,99,"6,500,000",1.12%
IRB InvIT Fund,Reliance Group,RELIANCE MUTUAL FUND,NSE,Bulk,Purchase,23 Jun 2017,98.92,"6,000,000",1.03%
IRB InvIT Fund,Reliance Group,RELIANCE MUTUAL FUND,NSE,Block,Purchase,23 Jun 2017,98.92,"6,000,000",1.03%
IRB InvIT Fund,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,23 Jun 2017,99,"4,000,000",0.69%
IRB InvIT Fund,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,23 Jun 2017,99,"2,500,000",0.43%
IRB InvIT Fund,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,21 Jun 2017,100.49,"4,900,000",0.84%
IRB InvIT Fund,Reliance Group,RELIANCE MUTUAL FUND,BSE,Block,Purchase,21 Jun 2017,100.49,"4,900,000",0.84%
Lux Industries Ltd.,Reliance Group,RELIANCE MUTUAL FUND,BSE,Bulk,Purchase,13 Jun 2017,900.4,"444,103",1.48%
Shankara Building Products Ltd.,Reliance Group,RELIANCE ALTERNATIVE INVESTMENTS FUND - PRIVATE EQUITY SCHE,NSE,Bulk,Sell,08 May 2017,695.72,"1,640,962",6.77%
"Parag Milk Foods Ltd.
 Insider Trades",Reliance Group,RELIANCE STRATEGIC INVESTMENTS LIMITED,NSE,Bulk,Sell,26 Apr 2017,248,"442,426",0.37%
Indian Terrain Fashions Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C. SMALL CAP FUND,NSE,Bulk,Purchase,25 Apr 2017,199.78,"400,000",0.90%
Indian Terrain Fashions Ltd.,Reliance Group,RELIANCE MUTUAL FUND A/C RELIANCE EQUITY SAVINGS FUND,NSE,Bulk,Purchase,25 Apr 2017,199.78,"200,000",0.45%
"Prime Focus Ltd.
 Insider Trades",Reliance Group,RELIANCE MEDIAWORKS FINANCIAL SERVICES PRIVATE LIMITED,NSE,Bulk,Purchase,30 Mar 2017,84.5,"104,939,361",35.00%
"Prime Focus Ltd.
 Insider Trades",Reliance Group,RELIANCE MEDIAWORKS LIMITED,NSE,Bulk,Sell,30 Mar 2017,84.5,"104,939,361",35.00%
"Prime Focus Ltd.
 Insider Trades",Reliance Group,RELIANCE MEDIAWORKS FINANCIAL SERVICES PRIVATE LIMITED,NSE,Block,Purchase,30 Mar 2017,84.5,"104,939,361",35.00%
"Prime Focus Ltd.
 Insider Trades",Reliance Group,RELIANCE MEDIAWORKS LIMITED,NSE,Block,Sell,30 Mar 2017,84.5,"104,939,361",35.00%
Aurionpro Solutions Ltd.,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,Purchase,29 Mar 2017,120,"858,000",3.46%
Aurionpro Solutions Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,29 Mar 2017,120,"858,000",3.46%
Emco Ltd.,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,Purchase,29 Mar 2017,27.3,"1,943,000",2.86%
Emco Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,29 Mar 2017,27.3,"1,943,000",2.86%
Mangalore Chemicals & Fertilizers Ltd.,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,Purchase,29 Mar 2017,57.87,"5,885,000",4.97%
Mangalore Chemicals & Fertilizers Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,29 Mar 2017,57.87,"5,885,000",4.97%
Man Infraconstruction Ltd.,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,Purchase,29 Mar 2017,42.5,"2,800,000",0.75%
Man Infraconstruction Ltd.,Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,29 Mar 2017,42.5,"2,800,000",0.75%
"Saregama India Ltd.
 Dividend",Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,NSE,Bulk,Purchase,29 Mar 2017,242.74,"1,188,000",0.62%
"Saregama India Ltd.
 Dividend",Reliance Group,RELIANCE CAPITAL LTD,NSE,Bulk,Sell,29 Mar 2017,242.74,"1,188,000",0.62%
Kinetic Engineering Ltd.,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,BSE,Bulk,Purchase,29 Mar 2017,73.25,"715,000",3.23%
Kinetic Engineering Ltd.,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,29 Mar 2017,73.25,"715,000",3.23%
Ventura Textiles Ltd.,Reliance Group,RELIANCE SPOT EXCHANGE INFRASTRUCTURE LTD,BSE,Bulk,Purchase,29 Mar 2017,5.25,"321,875",1.65%
Ventura Textiles Ltd.,Reliance Group,RELIANCE CAPITAL LTD,BSE,Bulk,Sell,29 Mar 2017,5.25,"321,875",1.65%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,Purchase,27 Mar 2017,48,"47,552,662",1.25%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Bulk,Sell,27 Mar 2017,48,"47,552,662",1.25%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,Purchase,27 Mar 2017,48,"47,552,662",1.25%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Block,Sell,27 Mar 2017,48,"47,552,662",1.25%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,Purchase,24 Mar 2017,47.9,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Bulk,Sell,24 Mar 2017,47.9,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,Purchase,24 Mar 2017,47.9,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Block,Sell,24 Mar 2017,47.9,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,Purchase,23 Mar 2017,47.25,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Bulk,Sell,23 Mar 2017,47.25,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Block,Purchase,23 Mar 2017,47.25,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE INFRADEVELOPMENT PRIVATE LIMITED,BSE,Block,Sell,23 Mar 2017,47.25,"60,000,000",1.57%
Reliance Power Ltd.,Reliance Group,RELIANCE WIND TURBINE INSTALLATORS INDUSTRIES PRIVATE LIMITED,BSE,Bulk,Purchase,22 Mar 2017,47.25,"60,000,000",1.57%
