Date,Stock,Action,Institution Name,Client Name,Exchange,Deal type,Avg Price,Quantity,Percentage Traded,shortname,30Days,90Days,1Year,30_days_growth,90_days_growth,1_year_growth,context
26-05-2021,Kalpataru Projects International Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,425,2827724,0.0174,KPIL.BO,25-06-2021,24-08-2021,26-05-2022,2.83,-7.53,-16.89,"SBI Group purchased 2827724 shares of Kalpataru Projects International Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 425.0 . This was a Bulk deal and after this purchase, the stock showed 2.83% growth in 1 month, -7.53% growth in 3 months and -16.89% growth in 1 year."
28-05-2021,Paisalo Digital Ltd.,Purchase,SBI Group,STATE BANK OF INDIA,NSE,Bulk,570,437498,0.001,PAISALO.NS,27-06-2021,26-08-2021,28-05-2022,-1.9,-5.57,22.91,"SBI Group purchased 437498 shares of Paisalo Digital Ltd. in their STATE BANK OF INDIA fund on NSE for the price of 570.0 . This was a Bulk deal and after this purchase, the stock showed -1.9% growth in 1 month, -5.57% growth in 3 months and 22.91% growth in 1 year."
31-05-2021,IRB Infrastructure Developers Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,111,2481000,0.0004,IRB.NS,30-06-2021,29-08-2021,31-05-2022,38.24,46.86,98.19,"HDFC Group purchased 2481000 shares of IRB Infrastructure Developers Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 111.0 . This was a Bulk deal and after this purchase, the stock showed 38.24% growth in 1 month, 46.86% growth in 3 months and 98.19% growth in 1 year."
01-06-2021,IRB Infrastructure Developers Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,111.34,2462680,0.0004,IRB.NS,01-07-2021,30-08-2021,01-06-2022,39.08,43.13,90.31,"HDFC Group purchased 2462680 shares of IRB Infrastructure Developers Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 111.34 . This was a Bulk deal and after this purchase, the stock showed 39.08% growth in 1 month, 43.13% growth in 3 months and 90.31% growth in 1 year."
03-06-2021,Power Mech Projects Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,633,130000,0.0082,POWERMECH.NS,03-07-2021,01-09-2021,03-06-2022,34.14,29.34,57.03,"HDFC Group purchased 130000 shares of Power Mech Projects Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 633.0 . This was a Bulk deal and after this purchase, the stock showed 34.14% growth in 1 month, 29.34% growth in 3 months and 57.03% growth in 1 year."
04-06-2021,Indiabulls Housing Finance Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,246.48,2999358,0.0052,IBULHSGFIN.NS,04-07-2021,02-09-2021,04-06-2022,-0.52,-11.19,-53.09,"Kotak Group purchased 2999358 shares of Indiabulls Housing Finance Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 246.48 . This was a Bulk deal and after this purchase, the stock showed -0.52% growth in 1 month, -11.19% growth in 3 months and -53.09% growth in 1 year."
07-06-2021,Indiabulls Housing Finance Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,253.41,39648,0.0001,IBULHSGFIN.NS,07-07-2021,05-09-2021,07-06-2022,5.83,-6.92,-53.15,"Kotak Group purchased 39648 shares of Indiabulls Housing Finance Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 253.41 . This was a Bulk deal and after this purchase, the stock showed 5.83% growth in 1 month, -6.92% growth in 3 months and -53.15% growth in 1 year."
07-06-2021,TVS Motor Company Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND,NSE,Block,617.25,810044,0.0017,TVSMOTOR.NS,07-07-2021,05-09-2021,07-06-2022,-6.25,-16.71,12.32,"Axis Group purchased 810044 shares of TVS Motor Company Ltd. in their AXIS MUTUAL FUND fund on NSE for the price of 617.25 . This was a Block deal and after this purchase, the stock showed -6.25% growth in 1 month, -16.71% growth in 3 months and 12.32% growth in 1 year."
07-06-2021,TVS Motor Company Ltd.,Purchase,ICICI Group,"ICICI PRUDENTIAL MUTUAL FUND, ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED",NSE,Bulk,617.25,19927094,0.042,TVSMOTOR.NS,07-07-2021,05-09-2021,07-06-2022,-6.25,-16.71,12.32,"ICICI Group purchased 19927094 shares of TVS Motor Company Ltd. in their ICICI PRUDENTIAL MUTUAL FUND, ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED fund on NSE for the price of 617.25 . This was a Bulk deal and after this purchase, the stock showed -6.25% growth in 1 month, -16.71% growth in 3 months and 12.32% growth in 1 year."
07-06-2021,TVS Motor Company Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,617.25,8100444,0.017,TVSMOTOR.NS,07-07-2021,05-09-2021,07-06-2022,-6.25,-16.71,12.32,"SBI Group purchased 8100444 shares of TVS Motor Company Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 617.25 . This was a Bulk deal and after this purchase, the stock showed -6.25% growth in 1 month, -16.71% growth in 3 months and 12.32% growth in 1 year."
09-06-2021,Crompton Greaves Consumer Electricals Ltd.,Purchase,HDFC Group,HDFC STANDARD LIFE INSURANCE CO LTD,BSE,Block,400.4,1480000,0.0023,CROMPTON.NS,09-07-2021,07-09-2021,09-06-2022,4.29,14.6,-17.01,"HDFC Group purchased 1480000 shares of Crompton Greaves Consumer Electricals Ltd. in their HDFC STANDARD LIFE INSURANCE CO LTD fund on BSE for the price of 400.4 . This was a Block deal and after this purchase, the stock showed 4.29% growth in 1 month, 14.6% growth in 3 months and -17.01% growth in 1 year."
09-06-2021,Crompton Greaves Consumer Electricals Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,BSE,Block,400.4,2497000,0.0039,CROMPTON.NS,09-07-2021,07-09-2021,09-06-2022,4.29,14.6,-17.01,"ICICI Group purchased 2497000 shares of Crompton Greaves Consumer Electricals Ltd. in their ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED fund on BSE for the price of 400.4 . This was a Block deal and after this purchase, the stock showed 4.29% growth in 1 month, 14.6% growth in 3 months and -17.01% growth in 1 year."
09-06-2021,Crompton Greaves Consumer Electricals Ltd.,Purchase,Kotak Group,ALPS KOTAK INDIA GROWTH FUND,BSE,Block,400.4,255000,0.0004,CROMPTON.NS,09-07-2021,07-09-2021,09-06-2022,4.29,14.6,-17.01,"Kotak Group purchased 255000 shares of Crompton Greaves Consumer Electricals Ltd. in their ALPS KOTAK INDIA GROWTH FUND fund on BSE for the price of 400.4 . This was a Block deal and after this purchase, the stock showed 4.29% growth in 1 month, 14.6% growth in 3 months and -17.01% growth in 1 year."
09-06-2021,Crompton Greaves Consumer Electricals Ltd.,Purchase,SBI Group,"SBI MUTUAL FUND, SBI LIFE INSURANCE COMPANY LTD",BSE,Block,400.4,26830000,0.0419,CROMPTON.NS,09-07-2021,07-09-2021,09-06-2022,4.29,14.6,-17.01,"SBI Group purchased 26830000 shares of Crompton Greaves Consumer Electricals Ltd. in their SBI MUTUAL FUND, SBI LIFE INSURANCE COMPANY LTD fund on BSE for the price of 400.4 . This was a Block deal and after this purchase, the stock showed 4.29% growth in 1 month, 14.6% growth in 3 months and -17.01% growth in 1 year."
09-06-2021,Ion Exchange (India) Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Bulk,1984.49,120000,0.0008,IONEXCHANG.BO,09-07-2021,07-09-2021,09-06-2022,15.84,13.66,-6.65,"Franklin India Group purchased 120000 shares of Ion Exchange (India) Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on BSE for the price of 1984.49 . This was a Bulk deal and after this purchase, the stock showed 15.84% growth in 1 month, 13.66% growth in 3 months and -6.65% growth in 1 year."
09-06-2021,Nazara Technologies Ltd.,Purchase,Kotak Group,ALPS/KOTAK INDIA GROWTH FUND,NSE,Block,1641.95,64312,0.0009,NAZARA.NS,09-07-2021,07-09-2021,09-06-2022,6.05,9.97,-30.79,"Kotak Group purchased 64312 shares of Nazara Technologies Ltd. in their ALPS/KOTAK INDIA GROWTH FUND fund on NSE for the price of 1641.95 . This was a Block deal and after this purchase, the stock showed 6.05% growth in 1 month, 9.97% growth in 3 months and -30.79% growth in 1 year."
10-06-2021,Indiabulls Housing Finance Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,277.87,3537017,0.0062,IBULHSGFIN.NS,10-07-2021,08-09-2021,10-06-2022,-5.59,-20.69,-58.93,"Kotak Group purchased 3537017 shares of Indiabulls Housing Finance Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 277.87 . This was a Bulk deal and after this purchase, the stock showed -5.59% growth in 1 month, -20.69% growth in 3 months and -58.93% growth in 1 year."
11-06-2021,Bharat Forge Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LTD,NSE,Block,750.8,1997860,0.0043,BHARATFORG.NS,11-07-2021,09-09-2021,11-06-2022,8.04,3.28,-9.53,"SBI Group purchased 1997860 shares of Bharat Forge Ltd. in their SBI LIFE INSURANCE COMPANY LTD fund on NSE for the price of 750.8 . This was a Block deal and after this purchase, the stock showed 8.04% growth in 1 month, 3.28% growth in 3 months and -9.53% growth in 1 year."
11-06-2021,NHPC Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Block,27.05,30000000,0.003,NHPC.NS,11-07-2021,09-09-2021,11-06-2022,-2.79,2.42,22.53,"SBI Group purchased 30000000 shares of NHPC Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 27.05 . This was a Block deal and after this purchase, the stock showed -2.79% growth in 1 month, 2.42% growth in 3 months and 22.53% growth in 1 year."
14-06-2021,V-Guard Industries Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,265,10000000,0.023,VGUARD.NS,14-07-2021,12-09-2021,14-06-2022,-3.79,-2.64,-18.93,"SBI Group purchased 10000000 shares of V-Guard Industries Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 265.0 . This was a Bulk deal and after this purchase, the stock showed -3.79% growth in 1 month, -2.64% growth in 3 months and -18.93% growth in 1 year."
18-06-2021,Computer Age Management Services Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VANGUARD INTERNAT,NSE,Bulk,2781.82,348311,0.0071,CAMS.NS,18-07-2021,16-09-2021,18-06-2022,23.46,29.66,-13.06,"Vanguard Fund purchased 348311 shares of Computer Age Management Services Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERGING MARKETS STOCK INDEX FUND A SERIES OF VANGUARD INTERNAT fund on NSE for the price of 2781.82 . This was a Bulk deal and after this purchase, the stock showed 23.46% growth in 1 month, 29.66% growth in 3 months and -13.06% growth in 1 year."
18-06-2021,KNR Constructions Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,223,4763679,0.0169,KNRCON.NS,18-07-2021,16-09-2021,18-06-2022,14.75,40.34,1.26,"SBI Group purchased 4763679 shares of KNR Constructions Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 223.0 . This was a Bulk deal and after this purchase, the stock showed 14.75% growth in 1 month, 40.34% growth in 3 months and 1.26% growth in 1 year."
28-06-2021,National Aluminium Company Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,79.72,14242265,0.0078,NATIONALUM.NS,28-07-2021,26-09-2021,28-06-2022,8.87,10.56,-12.3,"Kotak Group purchased 14242265 shares of National Aluminium Company Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 79.72 . This was a Bulk deal and after this purchase, the stock showed 8.87% growth in 1 month, 10.56% growth in 3 months and -12.3% growth in 1 year."
28-06-2021,Tanla Platforms Ltd.,Purchase,SBI Group,SBI LIFE INSURANCE COMPANY LTD,NSE,Block,836.8,500000,0.0037,TANLA.NS,28-07-2021,26-09-2021,28-06-2022,15.9,2.81,28.02,"SBI Group purchased 500000 shares of Tanla Platforms Ltd. in their SBI LIFE INSURANCE COMPANY LTD fund on NSE for the price of 836.8 . This was a Block deal and after this purchase, the stock showed 15.9% growth in 1 month, 2.81% growth in 3 months and 28.02% growth in 1 year."
29-06-2021,Wendt (India) Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,3850,69932,0.035,WENDT.NS,29-07-2021,27-09-2021,29-06-2022,10.13,4.99,121.09,"SBI Group purchased 69932 shares of Wendt (India) Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 3850.0 . This was a Bulk deal and after this purchase, the stock showed 10.13% growth in 1 month, 4.99% growth in 3 months and 121.09% growth in 1 year."
19-07-2021,Transport Corporation of India Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND A/C HDFC SMALL CAP FUND,NSE,Bulk,402.35,1000000,0.0129,TCI.NS,18-08-2021,17-10-2021,19-07-2022,5.5,14.55,72.53,"HDFC Group purchased 1000000 shares of Transport Corporation of India Ltd. in their HDFC MUTUAL FUND A/C HDFC SMALL CAP FUND fund on NSE for the price of 402.35 . This was a Bulk deal and after this purchase, the stock showed 5.5% growth in 1 month, 14.55% growth in 3 months and 72.53% growth in 1 year."
20-07-2021,Just Dial Ltd.,Purchase,Reliance Group,RELIANCE RETAIL VENTURES LIMITED,BSE,Bulk,1020,26122326,0.3072,JUSTDIAL.NS,19-08-2021,18-10-2021,20-07-2022,-2.68,-5.44,-42.33,"Reliance Group purchased 26122326 shares of Just Dial Ltd. in their RELIANCE RETAIL VENTURES LIMITED fund on BSE for the price of 1020.0 . This was a Bulk deal and after this purchase, the stock showed -2.68% growth in 1 month, -5.44% growth in 3 months and -42.33% growth in 1 year."
20-07-2021,Transport Corporation of India Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,405.4,975312,0.0126,TCI.NS,19-08-2021,18-10-2021,20-07-2022,7.44,16.58,73.83,"HDFC Group purchased 975312 shares of Transport Corporation of India Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 405.4 . This was a Bulk deal and after this purchase, the stock showed 7.44% growth in 1 month, 16.58% growth in 3 months and 73.83% growth in 1 year."
05-08-2021,SBI Life Insurance Company Ltd.,Purchase,Franklin India Group,FRANKLIN TEMPLETON MUTUAL FUND,BSE,Block,1130,800000,0.0008,SBILIFE.NS,04-09-2021,03-11-2021,05-08-2022,9.64,2.76,12.69,"Franklin India Group purchased 800000 shares of SBI Life Insurance Company Ltd. in their FRANKLIN TEMPLETON MUTUAL FUND fund on BSE for the price of 1130.0 . This was a Block deal and after this purchase, the stock showed 9.64% growth in 1 month, 2.76% growth in 3 months and 12.69% growth in 1 year."
05-08-2021,SBI Life Insurance Company Ltd.,Purchase,HDFC Group,HDFC STANDARD LIFE INSURANCE CO LTD,BSE,Block,1130,325000,0.0003,SBILIFE.NS,04-09-2021,03-11-2021,05-08-2022,9.64,2.76,12.69,"HDFC Group purchased 325000 shares of SBI Life Insurance Company Ltd. in their HDFC STANDARD LIFE INSURANCE CO LTD fund on BSE for the price of 1130.0 . This was a Block deal and after this purchase, the stock showed 9.64% growth in 1 month, 2.76% growth in 3 months and 12.69% growth in 1 year."
05-08-2021,SBI Life Insurance Company Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Block,1130,3600000,0.0036,SBILIFE.NS,04-09-2021,03-11-2021,05-08-2022,9.64,2.76,12.69,"ICICI Group purchased 3600000 shares of SBI Life Insurance Company Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on BSE for the price of 1130.0 . This was a Block deal and after this purchase, the stock showed 9.64% growth in 1 month, 2.76% growth in 3 months and 12.69% growth in 1 year."
05-08-2021,SBI Life Insurance Company Ltd.,Purchase,Kotak Group,KOTAK MAHINDRA MUTUAL FUND,BSE,Block,1130,300000,0.0003,SBILIFE.NS,04-09-2021,03-11-2021,05-08-2022,9.64,2.76,12.69,"Kotak Group purchased 300000 shares of SBI Life Insurance Company Ltd. in their KOTAK MAHINDRA MUTUAL FUND fund on BSE for the price of 1130.0 . This was a Block deal and after this purchase, the stock showed 9.64% growth in 1 month, 2.76% growth in 3 months and 12.69% growth in 1 year."
05-08-2021,SBI Life Insurance Company Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Block,1130,2600000,0.0027,SBILIFE.NS,04-09-2021,03-11-2021,05-08-2022,9.64,2.76,12.69,"SBI Group purchased 2600000 shares of SBI Life Insurance Company Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 1130.0 . This was a Block deal and after this purchase, the stock showed 9.64% growth in 1 month, 2.76% growth in 3 months and 12.69% growth in 1 year."
06-08-2021,Mold-Tek Packaging Ltd.,Purchase,Kotak Group,ALPS KOTAK INDIA GROWTH FUND,NSE,Bulk,517.99,252000,0.0076,MOLDTECH.NS,05-09-2021,04-11-2021,06-08-2022,-9.05,-17.14,1.34,"Kotak Group purchased 252000 shares of Mold-Tek Packaging Ltd. in their ALPS KOTAK INDIA GROWTH FUND fund on NSE for the price of 517.99 . This was a Bulk deal and after this purchase, the stock showed -9.05% growth in 1 month, -17.14% growth in 3 months and 1.34% growth in 1 year."
11-08-2021,Timken India Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Block,1535.6,1190000,0.0158,TIMKEN.NS,10-09-2021,09-11-2021,11-08-2022,10.03,19.87,101.94,"HDFC Group purchased 1190000 shares of Timken India Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 1535.6 . This was a Block deal and after this purchase, the stock showed 10.03% growth in 1 month, 19.87% growth in 3 months and 101.94% growth in 1 year."
20-08-2021,Aavas Financiers Ltd.,Purchase,HDFC Group,"HDFC STANDARD LIFE INSURANCE CO LTD, HDFC MUTUAL FUND",BSE,Block,2452.5,1150000,0.0146,AAVAS.NS,19-09-2021,18-11-2021,20-08-2022,4.69,15.44,-5.29,"HDFC Group purchased 1150000 shares of Aavas Financiers Ltd. in their HDFC STANDARD LIFE INSURANCE CO LTD, HDFC MUTUAL FUND fund on BSE for the price of 2452.5 . This was a Block deal and after this purchase, the stock showed 4.69% growth in 1 month, 15.44% growth in 3 months and -5.29% growth in 1 year."
20-08-2021,Aavas Financiers Ltd.,Purchase,Kotak Group,"KOTAK MAHINDRA MATUAL FUND, KOTAK FUNDS - INDIA MIDCAP FUND, ALPS KOTAK INDIA GROWTH FUND",BSE,Block,2452.5,182333,0.0023,AAVAS.NS,19-09-2021,18-11-2021,20-08-2022,4.69,15.44,-5.29,"Kotak Group purchased 182333 shares of Aavas Financiers Ltd. in their KOTAK MAHINDRA MATUAL FUND, KOTAK FUNDS - INDIA MIDCAP FUND, ALPS KOTAK INDIA GROWTH FUND fund on BSE for the price of 2452.5 . This was a Block deal and after this purchase, the stock showed 4.69% growth in 1 month, 15.44% growth in 3 months and -5.29% growth in 1 year."
20-08-2021,Reliance Chemotex Industries Ltd.,Purchase,Kotak Group,"VIKRAM KOTAK HUF, VIKRAM PRATAPBHAI KOTAK",BSE,Bulk,120,165000,0.0219,RELCHEMQ.BO,19-09-2021,18-11-2021,20-08-2022,18.96,64.53,43.73,"Kotak Group purchased 165000 shares of Reliance Chemotex Industries Ltd. in their VIKRAM KOTAK HUF, VIKRAM PRATAPBHAI KOTAK fund on BSE for the price of 120.0 . This was a Bulk deal and after this purchase, the stock showed 18.96% growth in 1 month, 64.53% growth in 3 months and 43.73% growth in 1 year."
24-08-2021,Sudarshan Chemical Industries Ltd.,Purchase,Axis Group,AXIS MUTUAL FUND AC AXIS SMALL CAP FUND,BSE,Bulk,565,589498,0.0085,SUDARSCHEM.NS,23-09-2021,22-11-2021,24-08-2022,14.81,1.06,-18.55,"Axis Group purchased 589498 shares of Sudarshan Chemical Industries Ltd. in their AXIS MUTUAL FUND AC AXIS SMALL CAP FUND fund on BSE for the price of 565.0 . This was a Bulk deal and after this purchase, the stock showed 14.81% growth in 1 month, 1.06% growth in 3 months and -18.55% growth in 1 year."
01-09-2021,Power Mech Projects Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND HDFC A/C HDFC SMALL AND MID CAP FUND,NSE,Bulk,816.6,183476,0.0116,POWERMECH.NS,01-10-2021,30-11-2021,01-09-2022,10.23,5.34,66.54,"HDFC Group purchased 183476 shares of Power Mech Projects Ltd. in their HDFC MUTUAL FUND HDFC A/C HDFC SMALL AND MID CAP FUND fund on NSE for the price of 816.6 . This was a Bulk deal and after this purchase, the stock showed 10.23% growth in 1 month, 5.34% growth in 3 months and 66.54% growth in 1 year."
17-09-2021,Aster DM Healthcare Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,216.42,2659223,0.0053,ASTERDM.NS,17-10-2021,16-12-2021,17-09-2022,-3.88,-11.21,14.49,"Vanguard Fund purchased 2659223 shares of Aster DM Healthcare Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8) fund on NSE for the price of 216.42 . This was a Bulk deal and after this purchase, the stock showed -3.88% growth in 1 month, -11.21% growth in 3 months and 14.49% growth in 1 year."
17-09-2021,KEI Industries Ltd.,Purchase,Vanguard Fund,"THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F, THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8)",NSE,Bulk,847.56,986771,0.0109,KEI.NS,17-10-2021,16-12-2021,17-09-2022,11.32,32.64,77.89,"Vanguard Fund purchased 986771 shares of KEI Industries Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F, THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8) fund on NSE for the price of 847.56 . This was a Bulk deal and after this purchase, the stock showed 11.32% growth in 1 month, 32.64% growth in 3 months and 77.89% growth in 1 year."
17-09-2021,KPIT Technologies Ltd.,Purchase,Vanguard Fund,"THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F, THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8)",NSE,Bulk,319.77,4583295,0.0168,KPITTECH.NS,17-10-2021,16-12-2021,17-09-2022,6.26,57.63,79.31,"Vanguard Fund purchased 4583295 shares of KPIT Technologies Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F, THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8) fund on NSE for the price of 319.77 . This was a Bulk deal and after this purchase, the stock showed 6.26% growth in 1 month, 57.63% growth in 3 months and 79.31% growth in 1 year."
17-09-2021,Praj Industries Ltd.,Purchase,Vanguard Fund,THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8),NSE,Bulk,341.71,924961,0.005,PRAJIND.NS,17-10-2021,16-12-2021,17-09-2022,-1.11,-4.69,18.05,"Vanguard Fund purchased 924961 shares of Praj Industries Ltd. in their THE VANGUARD GROUP INC A/C VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND (P8) fund on NSE for the price of 341.71 . This was a Bulk deal and after this purchase, the stock showed -1.11% growth in 1 month, -4.69% growth in 3 months and 18.05% growth in 1 year."
22-09-2021,Sadbhav Engineering Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,BSE,Bulk,49,2200392,0.0128,SADBHAV.NS,22-10-2021,21-12-2021,22-09-2022,0.4,-23.89,-70.36,"HDFC Group purchased 2200392 shares of Sadbhav Engineering Ltd. in their HDFC MUTUAL FUND fund on BSE for the price of 49.0 . This was a Bulk deal and after this purchase, the stock showed 0.4% growth in 1 month, -23.89% growth in 3 months and -70.36% growth in 1 year."
23-09-2021,Blue Star Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,850.25,2381075,0.0124,BLUESTARCO.NS,23-10-2021,22-12-2021,23-09-2022,5.77,15.1,28.46,"SBI Group purchased 2381075 shares of Blue Star Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 850.25 . This was a Bulk deal and after this purchase, the stock showed 5.77% growth in 1 month, 15.1% growth in 3 months and 28.46% growth in 1 year."
29-09-2021,Max Healthcare Institute Ltd.,Purchase,HDFC Group,HDFC MUTUAL FUND,NSE,Bulk,350,5700000,0.0059,MAXHEALTH.NS,29-10-2021,28-12-2021,29-09-2022,-5.56,19.73,14.35,"HDFC Group purchased 5700000 shares of Max Healthcare Institute Ltd. in their HDFC MUTUAL FUND fund on NSE for the price of 350.0 . This was a Bulk deal and after this purchase, the stock showed -5.56% growth in 1 month, 19.73% growth in 3 months and 14.35% growth in 1 year."
29-09-2021,Max Healthcare Institute Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,NSE,Bulk,350,42857000,0.0441,MAXHEALTH.NS,29-10-2021,28-12-2021,29-09-2022,-5.56,19.73,14.35,"SBI Group purchased 42857000 shares of Max Healthcare Institute Ltd. in their SBI MUTUAL FUND fund on NSE for the price of 350.0 . This was a Bulk deal and after this purchase, the stock showed -5.56% growth in 1 month, 19.73% growth in 3 months and 14.35% growth in 1 year."
27-10-2021,Gateway Distriparks Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,262.5,4300000,0.0344,GATEWAY.BO,26-11-2021,25-01-2022,27-10-2022,,,-7.37,"SBI Group purchased 4300000 shares of Gateway Distriparks Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 262.5 . This was a Bulk deal and after this purchase, the stock showed nan% growth in 1 month, nan% growth in 3 months and -7.37% growth in 1 year."
28-10-2021,Disa India Ltd.,Purchase,SBI Group,SBI MUTUAL FUND,BSE,Bulk,5000,116955,0.0804,DISAQ.BO,27-11-2021,26-01-2022,28-10-2022,10.42,39.06,55.47,"SBI Group purchased 116955 shares of Disa India Ltd. in their SBI MUTUAL FUND fund on BSE for the price of 5000.0 . This was a Bulk deal and after this purchase, the stock showed 10.42% growth in 1 month, 39.06% growth in 3 months and 55.47% growth in 1 year."
18-11-2021,Zensar Technologies Ltd.,Purchase,ICICI Group,ICICI PRUDENTIAL MUTUAL FUND,BSE,Bulk,450,1477137,0.0065,ZENSARTECH.NS,18-12-2021,16-02-2022,18-11-2022,5.48,-15.26,-51.88,"ICICI Group purchased 1477137 shares of Zensar Technologies Ltd. in their ICICI PRUDENTIAL MUTUAL FUND fund on BSE for the price of 450.0 . This was a Bulk deal and after this purchase, the stock showed 5.48% growth in 1 month, -15.26% growth in 3 months and -51.88% growth in 1 year."
26-11-2021,Indiabulls Housing Finance Ltd.,Purchase,Kotak Group,KOTAK SECURITIES LTD,NSE,Bulk,246.18,2522834,0.0044,IBULHSGFIN.NS,26-12-2021,24-02-2022,26-11-2022,-10.87,-33.99,-43.97,"Kotak Group purchased 2522834 shares of Indiabulls Housing Finance Ltd. in their KOTAK SECURITIES LTD fund on NSE for the price of 246.18 . This was a Bulk deal and after this purchase, the stock showed -10.87% growth in 1 month, -33.99% growth in 3 months and -43.97% growth in 1 year."
